Category,Subcategory,Enrichment,P-value,P-adjusted,Q-value,Expected,Observed,miRNAs/precursors
Annotations derived over miRTarBase (Gene Ontology),DNA synthesis involved in DNA repair GO0000731,over-represented,0.0023218,0.0291766,0.0291766,1.48244,6,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),E-box binding GO0070888,over-represented,3.54812e-05,0.0032193,0.0032193,5.38173,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),ERK1 and ERK2 cascade GO0070371,over-represented,0.0034971,0.0367266,0.0367266,5.07963,11,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),ER to Golgi transport vesicle membrane GO0012507,over-represented,0.0026133,0.031094,0.031094,5.76815,12,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),ESCRT I complex GO0000813,over-represented,0.0050745,0.0459483,0.0459483,1.72834,6,hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p
Annotations derived over miRTarBase (Gene Ontology),FBXO family protein binding GO0098770,over-represented,0.000168434,0.0066255,0.0066255,1.32787,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p
Annotations derived over miRTarBase (Gene Ontology),Fc-gamma receptor I complex binding GO0034988,over-represented,0.000472668,0.0112226,0.0112226,0.161593,3,hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),GBAF complex GO0140288,over-represented,0.0051077,0.046108,0.046108,2.33255,7,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),GDP-dissociation inhibitor activity GO0005092,over-represented,0.0020501,0.0268468,0.0268468,1.44731,6,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-4448
Annotations derived over miRTarBase (Gene Ontology),GTPase activating protein binding GO0032794,over-represented,0.0039917,0.0398034,0.0398034,2.23419,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),GTPase binding GO0051020,over-represented,0.000181906,0.0068211,0.0068211,3.67447,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),G protein-coupled GABA receptor activity GO0004965,over-represented,0.00040323,0.0105853,0.0105853,0.372365,4,hsa-miR-129-5p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),G protein-coupled estrogen receptor activity GO0038054,over-represented,0.0012736,0.0198682,0.0198682,0.0562061,2,hsa-miR-151a-5p; hsa-miR-151b
Annotations derived over miRTarBase (Gene Ontology),G protein-coupled receptor binding GO0001664,over-represented,0.0011854,0.01946,0.01946,5.3185,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),G protein-coupled receptor heterodimeric complex GO0038039,over-represented,0.00040323,0.0105853,0.0105853,0.372365,4,hsa-miR-129-5p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),Golgi stack GO0005795,over-represented,0.000542422,0.0121145,0.0121145,2.74005,9,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Golgi to lysosome transport GO0090160,over-represented,0.0033801,0.0361737,0.0361737,1.59485,6,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Golgi vesicle transport GO0048193,over-represented,0.000866878,0.0165276,0.0165276,1.22951,6,hsa-miR-151a-5p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Gtr1-Gtr2 GTPase complex GO1990131,over-represented,0.000968456,0.0170859,0.0170859,0.822014,5,hsa-miR-129-5p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),HLH domain binding GO0043398,over-represented,0.000161799,0.0065506,0.0065506,0.295082,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),HMG box domain binding GO0071837,over-represented,0.000959157,0.0170049,0.0170049,0.0491803,2,hsa-miR-24-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),I-kappaBNF-kappaB complex GO0033256,over-represented,2.71027e-05,0.0028394,0.0028394,0.189696,4,hsa-miR-24-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),IMP 5-nucleotidase activity GO0050483,over-represented,0.0011712,0.0193093,0.0193093,0.491803,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-4454
Annotations derived over miRTarBase (Gene Ontology),IMP catabolic process GO0006204,over-represented,0.0019327,0.0261514,0.0261514,0.562061,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-4454
Annotations derived over miRTarBase (Gene Ontology),Ino80 complex GO0031011,over-represented,0.0048503,0.0448873,0.0448873,2.31148,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),JUN kinase binding GO0008432,over-represented,0.0048588,0.0448873,0.0448873,1.18033,5,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-amino acid transport GO0015807,over-represented,0.0016758,0.0238508,0.0238508,0.540984,4,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-arginine import across plasma membrane GO0097638,over-represented,0.0056519,0.048839,0.048839,1.22248,5,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-arginine transmembrane transport GO1903826,over-represented,0.000273069,0.0086446,0.0086446,1.43326,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-arginine transmembrane transporter activity GO0061459,over-represented,0.0010326,0.0178459,0.0178459,1.77752,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-cysteine catabolic process GO0019448,over-represented,0.0037812,0.0385793,0.0385793,0.674473,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-cysteine transaminase activity GO0047801,over-represented,0.0038933,0.039367,0.039367,0.330211,3,hsa-miR-129-5p; hsa-miR-4448; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-histidine import across plasma membrane GO1903810,over-represented,0.0016758,0.0238508,0.0238508,0.540984,4,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-histidine transmembrane transporter activity GO0005290,over-represented,0.000760357,0.0150326,0.0150326,0.779859,5,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-lactate dehydrogenase activity GO0004459,over-represented,1.50718e-05,0.0020641,0.002064,0.59719,6,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),L-lysineL-arginine antiporter activity GO0106439,over-represented,0.000460568,0.0111969,0.0111969,0.0351288,2,hsa-miR-193b-3p; hsa-miR-375-3p
Annotations derived over miRTarBase (Gene Ontology),L-lysine transmembrane transport GO1903401,over-represented,0.000161799,0.0065506,0.0065506,0.295082,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p
Annotations derived over miRTarBase (Gene Ontology),L-lysine transmembrane transporter activity GO0015189,over-represented,7.32308e-05,0.0044778,0.0044778,1.16628,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-ornithine transmembrane transport GO1903352,over-represented,0.000170593,0.0066676,0.0066676,0.913349,6,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-ornithine transmembrane transporter activity GO0000064,over-represented,4.68917e-05,0.00361,0.0036099,1.08899,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-serine catabolic process GO0006565,over-represented,0.000290339,0.0088601,0.0088601,1.44731,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),L-serine metabolic process GO0006563,over-represented,0.000503339,0.0116039,0.0116039,1.5808,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),MAML1-RBP-Jkappa- ICN1 complex GO0002193,over-represented,1.51791e-06,0.000593269,0.000593269,0.962529,8,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),MAP-kinase scaffold activity GO0005078,over-represented,2.41637e-05,0.0026403,0.0026403,1.8548,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),MAPK cascade GO0000165,over-represented,0.0042537,0.0412855,0.0412855,8.01639,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),MAP kinase kinase kinase activity GO0004709,over-represented,0.000123355,0.0058304,0.0058304,1.26464,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),MLL34 complex GO0044666,over-represented,0.0026495,0.031094,0.031094,2.70492,8,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Myb complex GO0031523,over-represented,0.000537817,0.0120647,0.0120647,0.168618,3,hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Myc-Max complex GO0071943,over-represented,3.65783e-07,0.000371709,0.000371709,1.13115,9,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),N-acetylglucosamine deacetylase activity GO0050119,over-represented,5.30057e-06,0.0012035,0.0012035,0.28103,5,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),N-box binding GO0071820,over-represented,6.1633e-05,0.0039404,0.0039404,0.0843091,3,hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAADP-sensitive calcium-release channel activity GO0072345,over-represented,0.000386978,0.0103486,0.0103486,0.674473,5,hsa-miR-129-5p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD+-protein ADP-ribosyltransferase activity GO1990404,over-represented,0.0013302,0.0204502,0.0204502,3.08431,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD+ ADP-ribosyltransferase activity GO0003950,over-represented,0.0017642,0.0246941,0.0246941,3.20375,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD+ binding GO0070403,over-represented,0.00036857,0.0100413,0.0100413,1.50351,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD-dependent histone H3K9 deacetylase activity GO0046969,over-represented,0.000108601,0.0053573,0.0053573,0.266979,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD-dependent histone deacetylase activity GO0017136,over-represented,0.000374448,0.0101418,0.0101418,0.36534,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD-dependent histone decrotonylase activity GO0160012,over-represented,9.75989e-05,0.0049839,0.0049839,0.259953,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD-dependent protein deacetylase activity GO0034979,over-represented,0.000784787,0.0153365,0.0153365,0.442623,4,hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NAD-retinol dehydrogenase activity GO0004745,over-represented,0.000280438,0.0087418,0.0087417,1.94614,8,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NADP-retinol dehydrogenase activity GO0052650,over-represented,4.39241e-05,0.0035425,0.0035425,1.99532,9,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NF-kappaB binding GO0051059,over-represented,4.44868e-05,0.0035596,0.0035596,3.17564,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NIKNF-kappaB signaling GO0038061,over-represented,0.0019121,0.0260412,0.0260412,3.23888,9,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NMDA glutamate receptor clustering GO0097114,over-represented,0.0032223,0.0351156,0.0351156,0.309133,3,hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),NURF complex GO0016589,over-represented,0.0046737,0.0438143,0.0438143,1.70023,6,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NoRC complex GO0090536,over-represented,3.46498e-05,0.0031722,0.0031722,1.03981,7,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Notch signaling involved in heart development GO0061314,over-represented,0.000575185,0.0124917,0.0124917,2.15691,8,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),NuA4 histone acetyltransferase complex GO0035267,over-represented,0.000392551,0.0104427,0.0104427,2.62763,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),O-acetyl-ADP-ribose deacetylase activity GO0061463,over-represented,0.0029523,0.033364,0.033364,0.0843091,2,hsa-miR-129-5p; hsa-miR-24-3p
Annotations derived over miRTarBase (Gene Ontology),O-acyltransferase activity GO0008374,over-represented,4.22613e-05,0.0035202,0.0035202,1.49649,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-9-3p
Annotations derived over miRTarBase (Gene Ontology),O-glycan processing GO0016266,over-represented,0.0014415,0.0215463,0.0215463,4.59485,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),O-methyltransferase activity GO0008171,over-represented,0.0015215,0.0224081,0.0224081,0.238876,3,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p
Annotations derived over miRTarBase (Gene Ontology),PML body GO0016605,over-represented,0.0031671,0.0348694,0.0348694,8.89461,15,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),PcG protein complex GO0031519,over-represented,0.000378085,0.0101643,0.0101643,5.59251,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),RAVE complex GO0043291,over-represented,0.0049128,0.0451393,0.0451393,0.358314,3,hsa-miR-129-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),RNA 5-methyltransferase activity GO1990276,over-represented,0.000263219,0.0084114,0.0084114,0.133489,3,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p
Annotations derived over miRTarBase (Gene Ontology),RNA helicase activity GO0003724,over-represented,0.0052998,0.0467914,0.0467914,4.50351,10,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),RNA polymerase II CTD heptapeptide repeat kinase activity GO0008353,over-represented,0.0029318,0.033364,0.033364,2.74707,8,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),RNA polymerase II transcription repressor complex GO0090571,over-represented,1.13636e-05,0.0018043,0.0018043,1.69321,9,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),RNA polymerase I core promoter sequence-specific DNA binding GO0001164,over-represented,0.000892537,0.0167561,0.0167561,1.73536,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),RNA stem-loop binding GO0035613,over-represented,0.0022409,0.0284671,0.0284671,2.02342,7,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),Rab geranylgeranyltransferase activity GO0004663,over-represented,0.0012736,0.0198682,0.0198682,0.0562061,2,hsa-miR-193b-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),S-formylglutathione hydrolase activity GO0018738,over-represented,0.000949779,0.0170049,0.0170049,0.203747,3,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),SMAD binding GO0046332,over-represented,0.000179191,0.0067945,0.0067945,8.24824,16,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),SMAD protein complex assembly GO0007183,over-represented,2.54534e-06,0.000808305,0.000808305,1.86885,10,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),SNARE complex disassembly GO0035494,over-represented,0.0046385,0.0436182,0.0436182,0.105386,2,hsa-miR-193b-3p; hsa-miR-92a-3p
Annotations derived over miRTarBase (Gene Ontology),"SRP-dependent cotranslational protein targeting to membrane, translocation GO0006616",over-represented,0.0036398,0.0376611,0.0376611,0.667447,4,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p
Annotations derived over miRTarBase (Gene Ontology),Schwann cell development GO0014044,over-represented,0.0040368,0.0398034,0.0398034,0.0983607,2,hsa-miR-193b-3p; hsa-miR-9-5p
Annotations derived over miRTarBase (Gene Ontology),TFIIB-class transcription factor binding GO0001093,over-represented,0.0042281,0.0410765,0.0410765,0.69555,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-874-3p; hsa-miR-9-5p
Annotations derived over miRTarBase (Gene Ontology),U2-type catalytic step 1 spliceosome GO0071006,over-represented,0.000960523,0.0170049,0.0170049,1.75644,7,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-92a-3p
